0.22667,0.49688,0.07571,0.67172,0.00000,1.00000,0.00000,1.00000,3.00000,2.00000,0.00000,0.00000
0.40117,0.01320,0.34440,0.23681,1.00000,0.00000,0.00000,1.00000,3.00000,2.00000,1.00000,0.00000
0.11305,0.34697,0.38446,0.79782,0.00000,1.00000,0.00000,1.00000,3.00000,2.00000,0.00000,0.00000
0.44800,0.65097,0.56475,0.86968,1.00000,1.00000,0.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.45046,0.79767,0.02058,0.55777,1.00000,1.00000,0.00000,0.00000,2.00000,3.00000,1.00000,0.00000
0.50906,0.42300,0.39570,0.24640,1.00000,0.00000,1.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.47936,0.51368,0.14396,0.62843,1.00000,0.00000,0.00000,1.00000,3.00000,2.00000,1.00000,0.00000
0.66297,0.35710,0.85789,0.38977,1.00000,0.00000,1.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.40711,0.81005,0.51220,0.46180,1.00000,1.00000,0.00000,0.00000,3.00000,1.00000,2.00000,0.00000
0.00124,0.72314,0.77924,0.73260,0.00000,1.00000,1.00000,0.00000,3.00000,0.00000,2.00000,0.00000
0.38976,0.32178,0.44248,0.07570,1.00000,0.00000,1.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.83043,0.30397,0.91847,0.78301,1.00000,0.00000,1.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.57851,0.74466,0.76136,0.90836,1.00000,1.00000,0.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.50698,0.29730,0.74017,0.09397,1.00000,0.00000,1.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.73013,0.98539,0.96188,0.88689,1.00000,1.00000,0.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.00401,0.71689,0.21160,0.24846,0.00000,1.00000,0.00000,1.00000,3.00000,2.00000,0.00000,0.00000
0.55665,0.03204,0.66501,0.40807,1.00000,0.00000,1.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.92028,0.30631,0.62304,0.94874,1.00000,0.00000,1.00000,0.00000,3.00000,1.00000,2.00000,0.00000
0.77105,0.61450,0.94304,0.79703,1.00000,0.00000,1.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.22720,0.47780,0.35331,0.63110,0.00000,1.00000,0.00000,1.00000,3.00000,2.00000,0.00000,0.00000
0.76701,0.53877,0.48186,0.08053,1.00000,1.00000,0.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.96284,0.01689,0.11301,0.49582,1.00000,0.00000,0.00000,1.00000,2.00000,3.00000,1.00000,0.00000
0.76457,0.23219,0.19978,0.30900,1.00000,0.00000,0.00000,1.00000,2.00000,3.00000,1.00000,0.00000
0.41667,0.93367,0.40448,0.29574,1.00000,1.00000,0.00000,0.00000,3.00000,1.00000,2.00000,0.00000
0.17330,0.08318,0.73549,0.40174,0.00000,0.00000,1.00000,1.00000,3.00000,1.00000,2.00000,0.00000
0.67466,0.56150,0.89450,0.71907,1.00000,0.00000,1.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.56140,0.65407,0.47252,0.18248,1.00000,1.00000,0.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.31262,0.06531,0.76277,0.91720,0.00000,0.00000,1.00000,1.00000,3.00000,1.00000,2.00000,0.00000
0.10210,0.15640,0.19747,0.13001,0.00000,0.00000,1.00000,1.00000,3.00000,1.00000,2.00000,0.00000
0.34095,0.22400,0.71524,0.76027,1.00000,0.00000,0.00000,1.00000,3.00000,1.00000,2.00000,0.00000
0.38984,0.95345,0.95167,0.98523,0.00000,1.00000,1.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.30488,0.01606,0.12271,0.79002,1.00000,0.00000,0.00000,1.00000,3.00000,2.00000,1.00000,0.00000
0.46981,0.41398,0.08530,0.31550,1.00000,0.00000,0.00000,1.00000,3.00000,2.00000,1.00000,0.00000
0.88592,0.40233,0.77880,0.73460,1.00000,0.00000,1.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.79836,0.56211,0.39078,0.01294,1.00000,1.00000,0.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.29427,0.23230,0.98227,0.57826,1.00000,0.00000,1.00000,0.00000,2.00000,3.00000,1.00000,0.00000
0.84094,0.95773,0.42006,0.99229,1.00000,1.00000,0.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.28371,0.53912,0.81410,0.25826,0.00000,1.00000,1.00000,0.00000,3.00000,2.00000,0.00000,0.00000
0.19751,0.98108,0.73386,0.90104,0.00000,1.00000,1.00000,0.00000,3.00000,1.00000,2.00000,0.00000
0.27831,0.58905,0.54335,0.06187,0.00000,1.00000,1.00000,0.00000,3.00000,2.00000,0.00000,0.00000
0.73421,0.97801,0.07594,0.72800,1.00000,1.00000,0.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.74678,0.33206,0.82162,0.91617,1.00000,0.00000,1.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.95030,0.74561,0.95078,0.48807,1.00000,1.00000,0.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.95798,0.09873,0.67222,0.55179,1.00000,0.00000,1.00000,0.00000,3.00000,1.00000,2.00000,0.00000
0.14194,0.62240,0.40717,0.43500,0.00000,1.00000,0.00000,1.00000,3.00000,2.00000,0.00000,0.00000
0.05266,0.99548,0.50580,0.10463,0.00000,1.00000,1.00000,0.00000,3.00000,1.00000,2.00000,0.00000
0.00736,0.58928,0.32575,0.38698,0.00000,1.00000,0.00000,1.00000,3.00000,2.00000,0.00000,0.00000
0.18437,0.51506,0.37900,0.21031,0.00000,1.00000,1.00000,0.00000,3.00000,2.00000,0.00000,0.00000
0.83726,0.06466,0.88459,0.77243,1.00000,0.00000,1.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.03360,0.81932,0.64941,0.93754,0.00000,1.00000,0.00000,1.00000,3.00000,2.00000,0.00000,0.00000
0.80701,0.89086,0.11120,0.55509,1.00000,1.00000,0.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.01571,0.65596,0.73547,0.14096,0.00000,1.00000,1.00000,0.00000,3.00000,2.00000,0.00000,0.00000
0.80282,0.81173,0.06530,0.34489,1.00000,1.00000,0.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.33480,0.89460,0.99202,0.81493,0.00000,1.00000,1.00000,0.00000,3.00000,2.00000,0.00000,0.00000
0.21106,0.47424,0.03233,0.39879,0.00000,1.00000,0.00000,1.00000,3.00000,2.00000,0.00000,0.00000
0.72535,0.27636,0.78927,0.39506,1.00000,0.00000,1.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.54559,0.50031,0.85481,0.64962,1.00000,0.00000,1.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.84784,0.31934,0.62924,0.70054,1.00000,0.00000,1.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.57876,0.03726,0.15847,0.76599,1.00000,0.00000,0.00000,1.00000,3.00000,2.00000,1.00000,0.00000
0.88985,0.85544,0.90670,0.18743,1.00000,1.00000,0.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.89119,0.39662,0.31179,0.48401,1.00000,1.00000,0.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.11268,0.56759,0.75420,0.35970,0.00000,1.00000,1.00000,0.00000,3.00000,2.00000,0.00000,0.00000
0.56859,0.29328,0.90519,0.74138,1.00000,0.00000,1.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.49458,0.23663,0.00999,0.16089,1.00000,0.00000,0.00000,1.00000,3.00000,2.00000,1.00000,0.00000
0.10514,0.49137,0.41537,0.60367,0.00000,1.00000,0.00000,1.00000,3.00000,2.00000,0.00000,0.00000
0.33720,0.22726,0.08133,0.26428,1.00000,0.00000,0.00000,1.00000,3.00000,2.00000,1.00000,0.00000
0.22991,0.24992,0.02326,0.95293,1.00000,0.00000,0.00000,1.00000,3.00000,2.00000,1.00000,0.00000
0.00324,0.83165,0.78564,0.06724,0.00000,1.00000,1.00000,0.00000,3.00000,2.00000,0.00000,0.00000
0.19500,0.25945,0.33580,0.99355,0.00000,1.00000,0.00000,1.00000,3.00000,2.00000,0.00000,0.00000
0.29982,0.60384,0.70039,0.17293,0.00000,1.00000,1.00000,0.00000,3.00000,2.00000,0.00000,0.00000
0.55259,0.41323,0.23953,0.56580,1.00000,0.00000,0.00000,1.00000,3.00000,2.00000,1.00000,0.00000
0.62011,0.53867,0.40432,0.66965,1.00000,1.00000,0.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.09275,0.35973,0.66305,0.36387,0.00000,1.00000,1.00000,0.00000,3.00000,2.00000,0.00000,0.00000
0.01964,0.21379,0.65916,0.20166,0.00000,0.00000,1.00000,1.00000,3.00000,2.00000,1.00000,0.00000
0.12013,0.01109,0.66181,0.88467,0.00000,0.00000,1.00000,1.00000,3.00000,1.00000,2.00000,0.00000
0.09131,0.67555,0.29060,0.35151,0.00000,1.00000,0.00000,1.00000,3.00000,2.00000,0.00000,0.00000
0.58371,0.12053,0.26184,0.40255,1.00000,0.00000,0.00000,1.00000,3.00000,2.00000,1.00000,0.00000
0.77957,0.13706,0.30462,0.45416,1.00000,0.00000,0.00000,1.00000,3.00000,2.00000,1.00000,0.00000
0.85851,0.49120,0.61464,0.93450,1.00000,1.00000,0.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.48975,0.10492,0.32195,0.28812,1.00000,0.00000,0.00000,1.00000,3.00000,2.00000,1.00000,0.00000
0.74744,0.42030,0.03294,0.68676,1.00000,0.00000,0.00000,1.00000,2.00000,3.00000,1.00000,0.00000
0.01005,0.16517,0.58442,0.15753,0.00000,0.00000,1.00000,1.00000,3.00000,1.00000,2.00000,0.00000
0.54045,0.75796,0.09136,0.92735,1.00000,1.00000,0.00000,0.00000,2.00000,3.00000,1.00000,0.00000
0.86008,0.81982,0.57151,0.12851,1.00000,1.00000,0.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.32964,0.77834,0.78451,0.73283,0.00000,1.00000,1.00000,0.00000,3.00000,2.00000,0.00000,0.00000
0.53840,0.55980,0.38006,0.12220,1.00000,1.00000,0.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.26383,0.40734,0.25347,0.45630,0.00000,1.00000,0.00000,1.00000,3.00000,2.00000,0.00000,0.00000
0.62805,0.06960,0.02215,0.28678,1.00000,0.00000,0.00000,1.00000,3.00000,2.00000,1.00000,0.00000
0.99449,0.81044,0.37890,0.93395,1.00000,1.00000,0.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.37443,0.28435,0.63423,0.22397,1.00000,0.00000,1.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.91484,0.75011,0.05104,0.15650,1.00000,1.00000,0.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.84859,0.71828,0.11011,0.67288,1.00000,1.00000,0.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.92048,0.82495,0.63362,0.77076,1.00000,1.00000,0.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.51797,0.84847,0.06543,0.48064,1.00000,1.00000,0.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.95212,0.45191,0.54607,0.48763,1.00000,1.00000,0.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.59690,0.59152,0.54099,0.86440,1.00000,1.00000,0.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.88628,0.66785,0.41009,0.12455,1.00000,1.00000,0.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.64099,0.28206,0.97658,0.57196,1.00000,0.00000,1.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.64190,0.08711,0.84317,0.90771,1.00000,0.00000,1.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.09045,0.03871,0.59972,0.25375,0.00000,0.00000,1.00000,1.00000,3.00000,1.00000,2.00000,0.00000
0.96964,0.09913,0.47998,0.81889,1.00000,0.00000,0.00000,1.00000,2.00000,3.00000,1.00000,0.00000
0.94095,0.83347,0.79990,0.73629,1.00000,1.00000,0.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.84636,0.14485,0.09807,0.22110,1.00000,0.00000,0.00000,1.00000,2.00000,3.00000,1.00000,0.00000
0.80743,0.08325,0.46312,0.10778,1.00000,0.00000,1.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.47871,0.86757,0.07608,0.74662,1.00000,1.00000,0.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.13231,0.49886,0.44002,0.87907,0.00000,1.00000,0.00000,1.00000,3.00000,2.00000,0.00000,0.00000
0.57290,0.87309,0.63746,0.80731,1.00000,1.00000,0.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.24264,0.16199,0.16598,0.95341,1.00000,0.00000,0.00000,1.00000,3.00000,2.00000,1.00000,0.00000
0.89899,0.93120,0.83469,0.15748,1.00000,1.00000,0.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.17446,0.36651,0.33694,0.18705,0.00000,1.00000,0.00000,1.00000,3.00000,2.00000,0.00000,0.00000
0.15964,0.94711,0.59440,0.03939,0.00000,1.00000,1.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.09060,0.30292,0.14458,0.09864,0.00000,1.00000,0.00000,1.00000,3.00000,2.00000,0.00000,0.00000
0.07620,0.10426,0.13174,0.63501,0.00000,0.00000,1.00000,1.00000,3.00000,1.00000,2.00000,0.00000
0.72370,0.55179,0.73595,0.68367,1.00000,0.00000,1.00000,0.00000,3.00000,2.00000,1.00000,0.00000
0.83061,0.11359,0.23143,0.57604,1.00000,0.00000,0.00000,1.00000,3.00000,2.00000,1.00000,0.00000
